Suite,Paradigm,InstanceName,AbilityTested,GoalVisibleAtChoicePoint,RequiresOP?,LavaPresence,PlatformPresence,RampPresence,TimeUnderOcclusion,OccluderColour,RightLeftPosition,RowPosition,ColumnPosition,NumOtherPositionsAvailable,GoalSize,TransparentWallPresence,LightsOutPresence,GoodGoalBounce?,ForcedChoice?,DistanceToGoalManhattan,OccluderPresence,OccluderRedness,OccluderGreenness,OccluderBlueness,Agent1,Agent2,Agent3,Agent4,Agent5,Agent6,Agent7,Agent8,Agent9,Agent10,Agent11,Agent12,Agent13,Agent14,Agent15,Agent16,Agent17,Agent18,Agent19,Agent20,Agent21,Agent22,Agent23,Agent24,Agent25,Agent26,Agent27,Agent28,Agent29,Agent30
AllocentricOP,CVChick,OP-STC-Allo-CVChick-1Occluder-Right-Grey-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Grey,1,,,1,2.0,1,1,1,1,46,1,153.0,153.0,153.0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0
AllocentricOP,CVChick,OP-STC-Allo-CVChick-1Occluder-Right-OffWhite-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,OffWhite,1,,,1,2.0,1,1,1,1,46,1,248.0,253.0,212.0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Left-Beige-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Beige,-1,,,1,2.0,1,0,1,1,46,1,236.0,195.0,153.0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Left-Brown-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Brown,-1,,,1,2.0,1,0,1,1,46,1,102.0,51.0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Left-DarkBlue-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkBlue,-1,,,1,2.0,1,0,1,1,46,1,1.0,1.0,153.0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Left-DarkGreen-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkGreen,-1,,,1,2.0,1,0,1,1,46,1,1.0,100.0,1.0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Left-Grey-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Grey,-1,,,1,2.0,1,0,1,1,46,1,153.0,153.0,153.0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Left-OffWhite-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,OffWhite,-1,,,1,2.0,1,0,1,1,46,1,248.0,253.0,212.0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Right-Beige-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Beige,1,,,1,2.0,1,0,1,1,46,1,236.0,195.0,153.0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Right-Brown-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Brown,1,,,1,2.0,1,0,1,1,46,1,102.0,51.0,1.0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Right-DarkBlue-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkBlue,1,,,1,2.0,1,0,1,1,46,1,1.0,1.0,153.0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Right-DarkGreen-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkGreen,1,,,1,2.0,1,0,1,1,46,1,1.0,100.0,1.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Right-Grey-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Grey,1,,,1,2.0,1,0,1,1,46,1,153.0,153.0,153.0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-2Occluder-Right-OffWhite-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,OffWhite,1,,,1,2.0,1,0,1,1,46,1,248.0,253.0,212.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Left-Beige-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Beige,-1,,,1,2.0,1,1,1,1,46,1,236.0,195.0,153.0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Left-Brown-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Brown,-1,,,1,2.0,1,1,1,1,46,1,102.0,51.0,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Left-DarkBlue-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkBlue,-1,,,1,2.0,1,1,1,1,46,1,1.0,1.0,153.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Left-DarkGreen-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkGreen,-1,,,1,2.0,1,1,1,1,46,1,1.0,100.0,1.0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Left-Grey-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Grey,-1,,,1,2.0,1,1,1,1,46,1,153.0,153.0,153.0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Left-OffWhite-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,OffWhite,-1,,,1,2.0,1,1,1,1,46,1,248.0,253.0,212.0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Right-Beige-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Beige,1,,,1,2.0,1,1,1,1,46,1,236.0,195.0,153.0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Right-Brown-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Brown,1,,,1,2.0,1,1,1,1,46,1,102.0,51.0,1.0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Right-DarkBlue-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkBlue,1,,,1,2.0,1,1,1,1,46,1,1.0,1.0,153.0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Right-DarkGreen-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,DarkGreen,1,,,1,2.0,1,1,1,1,46,1,1.0,100.0,1.0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Right-Grey-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,Grey,1,,,1,2.0,1,1,1,1,46,1,153.0,153.0,153.0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0
AllocentricOP,CVChick,OP-STC-Allo-CVChick-Thin-Right-OffWhite-0-OPQ.yml,CVChickLikeTasks,0,1,1,1,0,3,OffWhite,1,,,1,2.0,1,1,1,1,46,1,248.0,253.0,212.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-Beige-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,Beige,-1,,,2,0.5,0,0,0,1,23,1,236.0,195.0,153.0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-Beige-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,Beige,-1,,,2,0.5,0,0,0,1,23,1,236.0,195.0,153.0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-Brown-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,Brown,-1,,,2,0.5,0,0,0,1,23,1,102.0,51.0,1.0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-Brown-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,Brown,-1,,,2,0.5,0,0,0,1,23,1,102.0,51.0,1.0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-DarkBlue-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,DarkBlue,-1,,,2,0.5,0,0,0,1,23,1,1.0,1.0,153.0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-DarkBlue-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,DarkBlue,-1,,,2,0.5,0,0,0,1,23,1,1.0,1.0,153.0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-DarkGreen-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,DarkGreen,-1,,,2,0.5,0,0,0,1,23,1,1.0,100.0,1.0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-DarkGreen-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,DarkGreen,-1,,,2,0.5,0,0,0,1,23,1,1.0,100.0,1.0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-Grey-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,Grey,-1,,,2,0.5,0,0,0,1,23,1,153.0,153.0,153.0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-Grey-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,Grey,-1,,,2,0.5,0,0,0,1,23,1,153.0,153.0,153.0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-OffWhite-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,OffWhite,-1,,,2,0.5,0,0,0,1,23,1,248.0,253.0,212.0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LClose-OffWhite-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,OffWhite,-1,,,2,0.5,0,0,0,1,23,1,248.0,253.0,212.0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-Beige-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,Beige,-1,,,2,0.5,0,0,0,1,33,1,236.0,195.0,153.0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-Beige-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,3,Beige,-1,,,2,0.5,0,0,0,1,33,1,236.0,195.0,153.0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-Brown-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,Brown,-1,,,2,0.5,0,0,0,1,33,1,102.0,51.0,1.0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-Brown-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,3,Brown,-1,,,2,0.5,0,0,0,1,33,1,102.0,51.0,1.0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-DarkBlue-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,DarkBlue,-1,,,2,0.5,0,0,0,1,33,1,1.0,1.0,153.0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-DarkBlue-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,3,DarkBlue,-1,,,2,0.5,0,0,0,1,33,1,1.0,1.0,153.0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-DarkGreen-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,DarkGreen,-1,,,2,0.5,0,0,0,1,33,1,1.0,100.0,1.0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-DarkGreen-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,3,DarkGreen,-1,,,2,0.5,0,0,0,1,33,1,1.0,100.0,1.0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-Grey-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,Grey,-1,,,2,0.5,0,0,0,1,33,1,153.0,153.0,153.0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-Grey-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,3,Grey,-1,,,2,0.5,0,0,0,1,33,1,153.0,153.0,153.0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-OffWhite-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,OffWhite,-1,,,2,0.5,0,0,0,1,33,1,248.0,253.0,212.0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5LFar-OffWhite-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,3,OffWhite,-1,,,2,0.5,0,0,0,1,33,1,248.0,253.0,212.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-Beige-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,Beige,0,,,2,0.5,0,0,0,1,23,1,236.0,195.0,153.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-Beige-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,Beige,0,,,2,0.5,0,0,0,1,23,1,236.0,195.0,153.0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-Brown-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,Brown,0,,,2,0.5,0,0,0,1,23,1,102.0,51.0,1.0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-Brown-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,Brown,0,,,2,0.5,0,0,0,1,23,1,102.0,51.0,1.0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-DarkBlue-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,DarkBlue,0,,,2,0.5,0,0,0,1,23,1,1.0,1.0,153.0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-DarkBlue-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,DarkBlue,0,,,2,0.5,0,0,0,1,23,1,1.0,1.0,153.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-DarkGreen-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,DarkGreen,0,,,2,0.5,0,0,0,1,23,1,1.0,100.0,1.0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-DarkGreen-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,DarkGreen,0,,,2,0.5,0,0,0,1,23,1,1.0,100.0,1.0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-Grey-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,Grey,0,,,2,0.5,0,0,0,1,23,1,153.0,153.0,153.0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-Grey-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,Grey,0,,,2,0.5,0,0,0,1,23,1,153.0,153.0,153.0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-OffWhite-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,1,OffWhite,0,,,2,0.5,0,0,0,1,23,1,248.0,253.0,212.0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MClose-OffWhite-0-OPQ.yml,3CupLikeTasks,0,1,1,0,1,1,OffWhite,0,,,2,0.5,0,0,0,1,23,1,248.0,253.0,212.0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
AllocentricOP,3CupForcedChoice,OP-STC-Allo-PCTB-3CupFC-1G0.5MFar-Beige-0-OpLava.yml,3CupLikeTasks,0,1,0,0,1,3,Beige,0,,,2,0.5,0,0,0,1,33,1,236.0,195.0,153.0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
